idx,name,format,nseq,alen,nres,small,large,avlen,%id
50,FMN,Stockholm,146,221,19855,102,201,136.0,68
51,mir-17,Stockholm,233,84,17409,57,83,74.7,64
52,lin-4,Stockholm,12,74,839,69,71,69.9,69
53,mir-7,Stockholm,57,104,5020,84,96,88.1,65
54,SNORD25,Stockholm,12,91,991,68,88,82.6,67
55,SNORD96,Stockholm,9,105,789,77,99,87.7,60
56,SNORA71,Stockholm,40,143,5282,117,136,132.1,78
57,RyhB,Stockholm,26,71,1702,62,68,65.5,75
58,HgcF,Stockholm,4,174,675,168,171,168.8,87
59,TPP,Stockholm,115,211,12198,77,148,106.1,54
60,HgcE,Stockholm,4,135,520,126,132,130.0,78
61,IRES_HCV,Stockholm,79,308,17738,170,279,224.5,86
62,HgcC,Stockholm,5,177,672,126,161,134.4,67
63,SscA,Stockholm,5,97,481,96,97,96.2,71
64,HgcG,Stockholm,5,299,1374,273,277,274.8,67
65,snoR9,Stockholm,5,132,639,126,130,127.8,84
66,U7,Stockholm,49,75,3020,54,68,61.6,65
67,SNORD15,Stockholm,11,163,1615,144,151,146.8,60
68,SNORD21,Stockholm,5,97,463,84,96,92.6,71
69,SNORD24,Stockholm,14,101,1091,70,92,77.9,71
70,SNORD29,Stockholm,10,93,732,65,93,73.2,75
71,SNORD73,Stockholm,25,86,1765,64,81,70.6,79
72,SNORA75,Stockholm,6,157,811,129,142,135.2,71
73,mir-156,Stockholm,10,102,890,82,98,89.0,71
74,mir-29,Stockholm,10,72,673,62,72,67.3,74
75,mir-166,Stockholm,31,193,3775,87,187,121.8,57
76,mir-181,Stockholm,19,83,1441,73,81,75.8,81
77,SraB,Stockholm,5,169,841,167,169,168.2,86
78,MicA,Stockholm,17,105,1264,70,81,74.4,78
79,OmrA-B,Stockholm,23,114,2016,82,96,87.7,75
80,yybP-ykoY,Stockholm,29,369,5136,117,196,177.1,33
81,ArcZ,Stockholm,9,115,966,105,109,107.3,77
82,SraG,Stockholm,7,189,1206,168,182,172.3,71
83,GlmZ_SraJ,Stockholm,21,249,4439,174,223,211.4,78
84,CsrC,Stockholm,4,261,1016,252,256,254.0,82
85,SNORD28,Stockholm,20,87,1521,71,83,76.0,75
86,SNORD27,Stockholm,8,85,579,67,79,72.4,73
87,SNORD26,Stockholm,17,79,1274,72,77,74.9,79
88,SNORD30,Stockholm,20,76,1394,67,73,69.7,82
89,SNORD31,Stockholm,26,76,1778,64,71,68.4,76
90,SNORA74,Stockholm,24,216,4787,195,203,199.5,77
91,SNORA62,Stockholm,18,166,2743,130,161,152.4,76
92,SNORA63,Stockholm,8,135,1030,123,132,128.8,80
93,SNORD18,Stockholm,16,102,1198,65,98,74.9,68
94,HDV_ribozyme,Stockholm,33,115,3007,87,100,91.1,72
95,snoPyro_CD,Stockholm,25,63,1402,50,60,56.1,60
96,U8,Stockholm,55,189,7385,122,143,134.3,66
97,snoR71,Stockholm,25,108,2674,106,107,107.0,82
98,SNORD22,Stockholm,49,148,6162,118,133,125.8,80
99,7SK,Stockholm,45,402,14501,294,337,322.2,81
100,SraC_RyeA,Stockholm,13,153,1898,145,150,146.0,86
101,VA,Stockholm,54,249,8713,148,175,161.4,67
102,mir-1,Stockholm,66,86,5062,72,80,76.7,68
103,mir-10,Stockholm,36,80,2635,70,79,73.2,68
104,SNORD115,Stockholm,32,84,2583,66,82,80.7,89
105,RNAI,Stockholm,10,108,1025,101,105,102.5,75
106,FinP,Stockholm,6,80,465,76,79,77.5,90
107,SNORD116,Stockholm,48,118,4463,83,109,93.0,81
108,Vimentin3,Stockholm,19,86,1310,65,77,68.9,74
109,RybB,Stockholm,8,84,632,75,81,79.0,82
110,SdsR_RyeB,Stockholm,17,115,1655,88,103,97.4,74
111,CyaR_RyeE,Stockholm,17,95,1469,85,90,86.4,77
112,SIB_RNA,Stockholm,17,166,2512,143,153,147.8,72
113,S15,Stockholm,78,140,9104,97,130,116.7,60
114,McaS,Stockholm,4,96,383,95,96,95.8,84
115,C0465,Stockholm,8,78,620,76,78,77.5,99
116,C0719,Stockholm,9,222,1998,222,222,222.0,98
117,rydB,Stockholm,7,69,432,56,67,61.7,79
118,C0299,Stockholm,5,79,395,79,79,79.0,97
119,MicC,Stockholm,8,134,976,119,127,122.0,71
120,GadY,Stockholm,5,114,569,113,114,113.8,99
121,IS102,Stockholm,5,208,1025,203,206,205.0,89
122,IS128,Stockholm,5,213,1051,209,213,210.2,88
123,ryfA,Stockholm,9,323,2688,286,305,298.7,73
124,t44,Stockholm,78,140,7485,77,123,96.0,63
125,GlmY_tke1,Stockholm,17,176,2680,136,171,157.6,77
126,mir-103,Stockholm,93,82,6961,54,82,74.8,84
127,mir-192,Stockholm,48,116,3594,61,110,74.9,74
128,mir-30,Stockholm,49,64,2938,55,64,60.0,75
129,snoR24,Stockholm,12,97,1107,77,97,92.2,81
130,SNORD33,Stockholm,72,111,5997,75,92,83.3,62
131,snoZ196,Stockholm,22,104,1889,77,98,85.9,67
132,snoZ223,Stockholm,5,95,471,94,95,94.2,83
133,SNORD81,Stockholm,22,90,1684,72,85,76.5,82
134,SNORD83,Stockholm,7,80,538,74,79,76.9,84
135,SNORD16,Stockholm,5,101,490,90,101,98.0,80
136,SNORA72,Stockholm,29,150,3842,129,135,132.5,83
137,Alpha_RBS,Stockholm,39,137,4175,88,119,107.1,65
138,snoZ118,Stockholm,7,111,727,92,108,103.9,83
139,mir-6,Stockholm,36,97,2674,66,94,74.3,73
140,mir-199,Stockholm,83,83,6192,59,82,74.6,85
141,snoZ105,Stockholm,11,77,769,67,77,69.9,65
142,SNORD34,Stockholm,14,94,1052,61,86,75.1,69
143,snoZ103,Stockholm,12,108,1181,94,107,98.4,74
144,SNORD42,Stockholm,7,78,460,62,69,65.7,72
145,SNORD58,Stockholm,33,99,2169,63,72,65.7,79
146,SNORD79,Stockholm,28,93,2291,71,88,81.8,75
147,SNORD62,Stockholm,14,87,1196,83,86,85.4,86
148,SNORD63,Stockholm,23,98,1673,68,77,72.7,79
149,SNORA66,Stockholm,25,145,3341,132,139,133.6,81
150,SNORA70,Stockholm,43,149,5798,132,142,134.8,77
151,SNORD39,Stockholm,20,86,1594,77,85,79.7,83
152,SNORD82,Stockholm,27,81,1880,66,73,69.6,80
153,snoZ168,Stockholm,6,86,492,81,83,82.0,83
154,snoZ159,Stockholm,10,103,893,82,99,89.3,81
155,nos_TCE,Stockholm,9,65,565,60,64,62.8,80
156,SAM,Stockholm,457,239,50154,87,169,109.7,63
157,Hammerhead_1,Stockholm,29,124,1727,44,118,59.6,67
158,s2m,Stockholm,39,47,1677,39,46,43.0,78
159,Corona_pk3,Stockholm,52,72,3201,59,66,61.6,56
160,PrrB_RsmZ,Stockholm,37,152,4767,114,142,128.8,73
161,Purine,Stockholm,133,113,13410,96,105,100.8,55
162,Lysine,Stockholm,47,274,8623,170,236,183.5,48
163,Bacteria_small_SRP,Stockholm,261,127,22384,28,104,85.8,54
164,msr,Stockholm,7,83,488,65,81,69.7,76
165,Tombus_5,Stockholm,9,193,1449,136,181,161.0,75
166,CAESAR,Stockholm,9,90,712,73,85,79.1,78
167,Hairpin,Stockholm,5,52,256,50,52,51.2,82
168,Cobalamin,Stockholm,433,440,87312,130,247,201.6,50
169,HIV-1_DIS,Stockholm,70,47,2809,39,42,40.1,87
170,Tombus_3_IV,Stockholm,18,92,1642,89,92,91.2,93
171,SSU_rRNA_bacteria,Stockholm,99,1980,151508,1424,1629,1530.4,73
172,mir-24,Stockholm,63,76,4259,55,75,67.6,82
173,GAIT,Stockholm,8,71,562,67,71,70.2,99
174,REN-SRE,Stockholm,13,37,475,35,37,36.5,89
175,SNORD113,Stockholm,59,109,4414,69,89,74.8,67
176,Corona_package,Stockholm,6,110,648,107,110,108.0,80
177,G-CSF_SLDE,Stockholm,16,100,1499,79,97,93.7,80
178,PVX_3,Stockholm,4,54,216,54,54,54.0,96
179,Flavi_CRE,Stockholm,84,118,7963,67,103,94.8,65
180,SNORD101,Stockholm,26,90,1902,71,77,73.2,84
181,SNORD102,Stockholm,11,75,783,68,73,71.2,88
182,SNORD103,Stockholm,41,92,3286,59,88,80.1,79
183,SNORD95,Stockholm,7,68,475,67,68,67.9,90
184,SNORA16,Stockholm,29,169,3926,131,144,135.4,72
185,SNORA57,Stockholm,26,160,3809,136,150,146.5,78
186,BLV_package,Stockholm,5,55,275,55,55,55.0,96
187,CTV_rep_sig,Stockholm,9,275,2458,272,274,273.1,98
188,Rubella_3,Stockholm,25,68,1672,54,68,66.9,95
189,RsmY,Stockholm,11,134,1333,118,127,121.2,76
190,AMV_RNA1_SL,Stockholm,6,35,210,35,35,35.0,96
191,SL1,Stockholm,28,106,2909,103,106,103.9,92
192,SL2,Stockholm,30,130,3300,107,116,110.0,76
193,snoZ199,Stockholm,17,107,1404,75,101,82.6,81
194,snoZ278,Stockholm,7,115,803,114,115,114.7,94
195,snoR66,Stockholm,6,78,444,71,77,74.0,87
196,snoR160,Stockholm,9,96,718,70,87,79.8,73
197,snoR12,Stockholm,9,93,747,79,91,83.0,79
198,snoR41,Stockholm,7,111,663,86,97,94.7,88
199,U54,Stockholm,21,96,1706,75,88,81.2,69
200,K10_TLS,Stockholm,10,48,460,44,48,46.0,91
201,snoR72,Stockholm,5,87,435,87,87,87.0,97
202,IRES_Pesti,Stockholm,25,286,6874,273,281,275.0,88
203,IRES_Picorna_2,Stockholm,92,569,42476,451,493,461.7,82
204,SNORD35,Stockholm,8,95,707,85,92,88.4,72
205,SNORD38,Stockholm,7,74,477,59,71,68.1,80
206,snoR38,Stockholm,19,114,1623,70,110,85.4,58
207,Retro_dr1,Stockholm,26,95,2345,88,93,90.2,89
208,Tombus_3_III,Stockholm,28,72,1945,67,70,69.5,79
209,IRES_c-myc,Stockholm,23,310,6952,300,304,302.3,98
210,SNORD20,Stockholm,13,84,1035,77,82,79.6,88
211,SNORD46,Stockholm,5,105,511,98,105,102.2,91
212,Rhino_CRE,Stockholm,12,86,1032,86,86,86.0,81
213,SNORD43,Stockholm,4,64,251,62,64,62.8,85
214,IRES_Bag1,Stockholm,15,389,5525,347,378,368.3,79
215,IRES_Bip,Stockholm,9,277,2270,237,267,252.2,81
216,IRES_FGF2,Stockholm,6,507,2959,484,498,493.2,89
217,IRES_Tobamo,Stockholm,7,154,1060,151,154,151.4,87
218,IRES_n-myc,Stockholm,6,329,1942,320,325,323.7,72
219,FIE3,Stockholm,5,92,335,59,83,67.0,65
220,IRES_HepA,Stockholm,23,578,13142,567,575,571.4,96
221,IRES_Picorna,Stockholm,92,260,23159,247,253,251.7,83
222,T-box,Stockholm,48,556,11136,167,370,232.0,47
223,SCARNA13,Stockholm,24,299,6574,261,279,273.9,79
224,Spi-1,Stockholm,5,170,823,150,170,164.6,91
225,Tymo_tRNA-like,Stockholm,28,92,2314,77,86,82.6,68
226,glmS,Stockholm,18,236,3275,148,218,181.9,57
227,Plasmid_RNAIII,Stockholm,7,131,908,128,131,129.7,94
228,ctRNA_pGA1,Stockholm,15,88,1166,72,79,77.7,73
229,mir-9,Stockholm,43,67,2629,57,66,61.1,78
230,ctRNA_pND324,Stockholm,48,95,4078,78,89,85.0,72
231,mir-124,Stockholm,56,92,4505,77,86,80.4,73
232,RNA-OUT,Stockholm,16,77,1123,69,77,70.2,87
233,mir-8,Stockholm,164,87,11108,56,82,67.7,67
234,ctRNA_pT181,Stockholm,16,115,1539,85,103,96.2,79
235,traJ_5,Stockholm,6,111,652,106,111,108.7,86
236,mir-26,Stockholm,82,84,6061,56,83,73.9,73
237,mir-19,Stockholm,46,84,3523,72,82,76.6,82
238,mir-135,Stockholm,32,92,2896,89,92,90.5,72
239,mir-160,Stockholm,7,137,664,85,136,94.9,66
240,mir-148,Stockholm,70,89,4930,59,86,70.4,79
241,mir-46,Stockholm,57,98,4799,58,97,84.2,67
242,mir-TAR,Stockholm,45,61,2728,59,61,60.6,85
243,mir-219,Stockholm,13,76,931,68,73,71.6,82
244,Alfamo_CPB,Stockholm,18,190,3278,177,186,182.1,89
245,mir-101,Stockholm,59,75,4231,55,75,71.7,85
246,mir-16,Stockholm,12,82,964,77,81,80.3,73
247,mir-218,Stockholm,74,89,5801,58,87,78.4,78
248,mir-196,Stockholm,14,96,1269,88,93,90.6,73
249,mir-194,Stockholm,29,95,2465,83,88,85.0,69
250,mir-130,Stockholm,9,84,747,82,84,83.0,87
251,IFN_gamma,Stockholm,5,169,842,166,169,168.4,90
252,HepC_CRE,Stockholm,52,51,2652,51,51,51.0,87
253,IRES_L-myc,Stockholm,11,237,2431,215,229,221.0,88
254,sar,Stockholm,4,68,272,68,68,68.0,82
255,SNORA68,Stockholm,26,147,3436,128,139,132.2,71
256,SNORA64,Stockholm,9,138,1197,132,134,133.0,71
257,SNORA69,Stockholm,16,146,2118,122,138,132.4,84
258,snoZ17,Stockholm,26,76,1849,67,73,71.1,76
259,snoR64,Stockholm,14,106,1330,91,103,95.0,69
260,snoZ7,Stockholm,5,79,381,68,79,76.2,91
261,SNORD61,Stockholm,36,88,2588,65,78,71.9,71
262,SNORD60,Stockholm,22,103,1823,73,90,82.9,79
263,SNORA67,Stockholm,12,153,1697,133,149,141.4,80
264,SNORD59,Stockholm,24,86,1754,70,78,73.1,77
265,SNORD57,Stockholm,23,94,1634,59,80,71.0,78
266,SNORD56,Stockholm,7,72,494,68,72,70.6,80
267,SNORD52,Stockholm,20,72,1339,63,69,67.0,81
268,SNORD49,Stockholm,28,80,2010,68,78,71.8,76
269,SNORD50,Stockholm,26,78,1858,68,74,71.5,81
270,SNORD45,Stockholm,11,84,815,61,84,74.1,79
271,SNORD51,Stockholm,14,80,1070,64,79,76.4,86
272,SNORD47,Stockholm,20,83,1518,65,79,75.9,82
273,SNORD48,Stockholm,8,64,502,62,64,62.8,90
274,SCARNA18,Stockholm,20,85,1626,62,84,81.3,86
275,SNORD74,Stockholm,22,84,1744,75,81,79.3,78
276,snoZ6,Stockholm,7,91,637,91,91,91.0,91
277,SCARNA8,Stockholm,22,138,2870,118,134,130.5,79
278,SNORD44,Stockholm,12,65,732,60,62,61.0,84
279,snoZ30,Stockholm,20,116,1951,96,103,97.5,82
280,SNORND104,Stockholm,18,72,1254,66,71,69.7,86
281,BaMV_CRE,Stockholm,5,140,700,140,140,140.0,99
282,snoR639,Stockholm,9,151,1253,128,145,139.2,80
283,snoTBR5,Stockholm,6,96,539,89,91,89.8,81
284,snoM1,Stockholm,7,104,697,96,104,99.6,89
285,snoTBR17,Stockholm,6,134,728,118,125,121.3,76
286,snoTBR7,Stockholm,10,80,744,72,80,74.4,78
287,snoR16,Stockholm,18,98,1536,76,91,85.3,74
288,snoZ221_snoR21b,Stockholm,12,135,1193,80,115,99.4,73
289,snoZ256,Stockholm,5,94,466,90,94,93.2,83
290,SNORA65,Stockholm,14,137,1766,114,130,126.1,72
291,snoR86,Stockholm,11,144,1370,116,134,124.5,75
292,snoZ279_R105_R108,Stockholm,20,126,2128,102,112,106.4,72
293,snoZ248,Stockholm,5,137,685,137,137,137.0,98
294,snoZ178,Stockholm,5,152,760,152,152,152.0,100
295,snoR98,Stockholm,4,119,435,88,117,108.8,86
296,snosnR60_Z15,Stockholm,23,124,2155,77,116,93.7,63
297,snoZ165,Stockholm,5,92,451,83,92,90.2,95
298,snoZ188,Stockholm,21,128,2495,114,126,118.8,79
299,snoZ206,Stockholm,6,135,782,128,133,130.3,90
300,snoZ173,Stockholm,4,107,426,105,107,106.5,99
301,snoZ182,Stockholm,6,92,534,86,92,89.0,96
302,snoJ33,Stockholm,5,81,399,76,81,79.8,79
303,snoR43,Stockholm,16,74,1152,68,74,72.0,87
304,snoZ163,Stockholm,7,96,625,83,95,89.3,82
305,snoZ175,Stockholm,6,81,451,46,81,75.2,99
306,SNORA23,Stockholm,9,188,1635,179,184,181.7,83
307,snoZ185,Stockholm,5,86,424,84,86,84.8,94
308,snoZ247,Stockholm,8,143,1088,127,139,136.0,82
309,SNORA31,Stockholm,5,130,627,112,130,125.4,85
310,snoR79,Stockholm,5,65,323,63,65,64.6,99
311,snoMBII-202,Stockholm,30,108,2432,64,92,81.1,72
312,SNORD53_SNORD92,Stockholm,37,106,2953,68,92,79.8,74
313,snoZ155,Stockholm,8,83,620,74,82,77.5,79
314,snoZ194,Stockholm,5,108,532,104,108,106.4,99
315,snoZ161_228,Stockholm,11,102,990,82,98,90.0,67
316,snoZ162,Stockholm,9,93,797,87,93,88.6,83
317,snoZ43,Stockholm,7,106,694,95,103,99.1,83
318,snoZ169,Stockholm,3,71,209,69,71,69.7,87
319,snoZ266,Stockholm,11,110,1002,82,99,91.1,74
320,snoZ157,Stockholm,10,106,973,90,102,97.3,75
321,SNORA3,Stockholm,6,133,772,120,131,128.7,74
322,snoZ13_snr52,Stockholm,42,148,4165,81,111,99.2,72
323,snoJ26,Stockholm,5,153,746,147,152,149.2,95
324,snoZ112,Stockholm,6,192,1101,178,189,183.5,92
325,snoR53,Stockholm,5,96,455,87,94,91.0,94
326,snoR60,Stockholm,10,77,732,71,75,73.2,84
327,SNORA36,Stockholm,6,132,768,113,131,128.0,85
328,snoZ39,Stockholm,5,64,307,60,63,61.4,88
329,snoZ40,Stockholm,5,73,362,70,73,72.4,94
330,snoZ122,Stockholm,23,112,2050,78,102,89.1,64
331,snoZ267,Stockholm,5,76,363,65,76,72.6,81
332,snoR1,Stockholm,13,109,1216,87,99,93.5,73
333,snoR9_plant,Stockholm,7,129,903,129,129,129.0,82
334,snoR11,Stockholm,5,99,455,87,99,91.0,86
335,snoZ152,Stockholm,9,133,959,94,125,106.6,71
336,snoR20,Stockholm,4,102,372,90,98,93.0,83
337,snoR21,Stockholm,6,88,496,81,85,82.7,77
338,snoR31_Z110_Z27,Stockholm,8,105,752,90,99,94.0,67
339,snoR28,Stockholm,9,78,686,74,78,76.2,82
340,snoR32_R81,Stockholm,6,110,573,88,104,95.5,83
341,snoR44_J54,Stockholm,29,112,2728,80,105,94.1,71
342,snoZ101,Stockholm,13,105,1229,90,100,94.5,76
343,snoZ102_R77,Stockholm,9,92,776,84,88,86.2,87
344,snoZ107_R87,Stockholm,9,132,1028,104,119,114.2,73
345,snoZ119,Stockholm,6,98,581,94,98,96.8,94
346,Pospi_RY,Stockholm,16,81,1264,78,80,79.0,92
347,mir-BART1,Stockholm,2,70,140,70,70,70.0,86
348,mir-BART2,Stockholm,8,62,489,59,62,61.1,93
349,mir-BHRF1-1,Stockholm,2,66,132,66,66,66.0,92
350,mir-BHRF1-2,Stockholm,2,65,130,65,65,65.0,83
351,mir-BHRF1-3,Stockholm,4,65,260,65,65,65.0,100
352,sroB,Stockholm,16,90,1299,77,85,81.2,68
353,sroC,Stockholm,6,164,960,153,163,160.0,75
354,sroD,Stockholm,5,92,434,84,89,86.8,85
355,sroE,Stockholm,4,92,352,76,92,88.0,84
356,sroH,Stockholm,2,161,314,153,161,157.0,76
357,RNaseP_arch,Stockholm,70,721,21839,233,475,312.0,52
358,Gammaretro_CES,Stockholm,22,103,2216,100,102,100.7,89
359,HIV_PBS,Stockholm,130,101,12870,98,101,99.0,91
360,HIV_GSL3,Stockholm,72,85,6042,81,84,83.9,81
361,snoU6-53,Stockholm,25,119,2686,98,115,107.4,75
362,Qrr,Stockholm,30,134,3204,94,111,106.8,79
363,ydaO-yuaA,Stockholm,106,335,15231,119,223,143.7,56
364,M-box,Stockholm,159,278,26803,154,192,168.6,58
365,Antizyme_FSE,Stockholm,13,59,751,56,59,57.8,84
366,DnaX,Stockholm,5,65,325,65,65,65.0,86
367,IS1222_FSE,Stockholm,5,118,590,118,118,118.0,93
368,Pox_AX_element,Stockholm,10,62,620,62,62,62.0,93
369,IBV_D-RNA,Stockholm,10,42,417,41,42,41.7,94
370,Entero_5_CRE,Stockholm,160,125,14270,67,122,89.2,84
371,IRES_FGF1,Stockholm,6,173,990,162,168,165.0,87
372,Anti-Q_RNA,Stockholm,6,113,621,101,110,103.5,72
373,satBaMV_CRE,Stockholm,42,159,6635,152,159,158.0,93
374,UPSK,Stockholm,6,23,138,23,23,23.0,94
375,RtT,Stockholm,57,171,7366,115,141,129.2,68
376,SNORA5,Stockholm,6,142,804,131,137,134.0,75
377,SNORA8,Stockholm,5,141,696,139,140,139.2,90
378,SNORA4,Stockholm,7,151,983,137,146,140.4,76
379,SNORA13,Stockholm,50,166,6648,123,139,133.0,67
380,SNORA14,Stockholm,18,149,2416,125,141,134.2,77
381,SNORA15,Stockholm,22,150,2968,116,142,134.9,81
382,SNORA24,Stockholm,5,135,649,124,135,129.8,89
383,SNORA28,Stockholm,26,146,3264,119,133,125.5,79
384,SNORA20,Stockholm,17,133,2195,127,132,129.1,87
385,SNORA25,Stockholm,30,147,3841,118,134,128.0,77
386,SNORA41,Stockholm,31,144,4102,113,138,132.3,77
387,SNORA46,Stockholm,22,158,2994,132,139,136.1,82
388,SNORA44,Stockholm,27,143,3498,116,134,129.6,81
389,SNORA42,Stockholm,21,139,2824,125,137,134.5,79
390,SNORA50,Stockholm,14,145,1899,121,140,135.6,72
391,SNORA1,Stockholm,29,152,3862,127,140,133.2,76
392,SNORA7,Stockholm,31,156,4325,138,145,139.5,78
393,SNORA2,Stockholm,18,145,2447,133,137,135.9,75
394,SNORA9,Stockholm,36,149,4780,129,136,132.8,77
395,SNORA21,Stockholm,5,138,666,128,136,133.2,88
396,SNORA19,Stockholm,34,138,4424,124,133,130.1,79
397,SNORA22,Stockholm,31,150,4151,127,138,133.9,79
398,SNORA30,Stockholm,11,139,1420,107,136,129.1,73
399,SNORA43,Stockholm,21,148,2842,125,142,135.3,76
400,SNORA56,Stockholm,17,147,2202,124,135,129.5,82
401,SNORA58,Stockholm,20,147,2716,126,141,135.8,81
402,SNORA52,Stockholm,21,152,2805,127,137,133.6,72
403,SNORA61,Stockholm,25,148,3240,118,138,129.6,74
404,SNORA32,Stockholm,9,124,1094,121,123,121.6,84
405,SCARNA24,Stockholm,23,144,2992,122,137,130.1,83
406,SCARNA4,Stockholm,24,141,3092,123,135,128.8,83
407,SCARNA16,Stockholm,37,215,6792,168,193,183.6,76
408,SNORA18,Stockholm,29,142,3807,126,135,131.3,76
409,SCARNA15,Stockholm,22,139,2818,123,133,128.1,72
410,SCARNA23,Stockholm,18,137,2258,124,129,125.4,79
411,SNORA38,Stockholm,25,140,3288,130,135,131.5,84
412,SNORA29,Stockholm,26,151,3587,124,143,138.0,79
413,SNORA54,Stockholm,5,140,637,121,137,127.4,60
414,SNORA55,Stockholm,29,142,3879,128,137,133.8,81
415,SNORA51,Stockholm,9,136,1191,129,134,132.3,82
416,Hsp90_CRE,Stockholm,6,152,906,149,152,151.0,96
417,BTE,Stockholm,17,130,1719,97,122,101.1,71
418,ROSE,Stockholm,13,132,1313,84,119,101.0,59
419,UnaL2,Stockholm,30,57,1623,54,56,54.1,77
420,HLE,Stockholm,5,134,648,124,132,129.6,83
421,SNORA33,Stockholm,28,156,3640,105,137,130.0,77
422,SNORD87,Stockholm,10,93,828,64,89,82.8,90
423,SNORD37,Stockholm,6,68,391,64,68,65.2,79
424,snoZ242,Stockholm,5,198,986,194,198,197.2,88
425,ykkC-yxkD,Stockholm,100,178,10783,85,136,107.8,63
426,SNORA27,Stockholm,24,151,3073,124,134,128.0,84
427,PrrF,Stockholm,18,156,2671,145,152,148.4,81
428,mir-399,Stockholm,13,152,1470,97,149,113.1,59
429,mir-133,Stockholm,46,104,4027,81,92,87.5,67
430,IRES_Kv1_4,Stockholm,6,263,1540,241,262,256.7,89
431,IRES_EBNA,Stockholm,6,221,1271,200,217,211.8,83
432,IRES_HIF1,Stockholm,17,334,4722,260,293,277.8,75
433,mir-395,Stockholm,25,147,2562,86,143,102.5,65
434,mir-172,Stockholm,11,187,1337,109,161,121.5,58
435,Cardiovirus_CRE,Stockholm,4,33,132,33,33,33.0,81
436,p27_CRE,Stockholm,12,60,699,53,59,58.2,92
437,mir-15,Stockholm,17,89,1454,82,89,85.5,73
438,mir-34,Stockholm,18,92,1580,80,91,87.8,74
439,IRES_mnt,Stockholm,21,217,4216,155,205,200.8,91
440,IRES_Cripavirus,Stockholm,7,210,1391,187,202,198.7,54
441,MPMV_package,Stockholm,9,309,2500,273,284,277.8,71
442,U1A_PIE,Stockholm,39,81,2891,68,79,74.1,74
443,IRES_VEGF_A,Stockholm,7,316,2123,294,309,303.3,90
444,IRES_APC,Stockholm,6,53,318,53,53,53.0,85
445,ApoB_5_CRE,Stockholm,5,128,631,122,128,126.2,91
446,mir-92,Stockholm,23,82,1815,75,81,78.9,76
447,RSV_PBS,Stockholm,22,75,1650,75,75,75.0,93
448,HCV_SLVII,Stockholm,110,66,7190,63,66,65.4,74
