idx,name,format,nseq,alen,nres,small,large,avlen,%id
32,3-HAO,Stockholm,2193,605,318457,28,179,145.2,43
33,3-PAP,Stockholm,1116,345,138819,41,153,124.4,32
34,30K_MP_core,Stockholm,3,154,420,138,143,140.0,34
35,30K_MP_C_Ter,Stockholm,2,273,495,242,253,247.5,36
36,3A,Stockholm,49,392,11238,192,261,229.3,19
37,3Beta_HSD,Stockholm,7490,3069,1758731,39,333,234.8,25
38,3D,Stockholm,5205,231,358104,34,99,68.8,37
39,3H,Stockholm,1065,152,103484,55,116,97.2,39
40,3HBOH,Stockholm,389,1190,182584,67,717,469.4,33
41,3HCDH,Stockholm,31477,485,2969665,28,126,94.3,27
42,3HCDH_N,Stockholm,27558,1320,4857088,22,220,176.2,32
43,3HCDH_RFF,Stockholm,551,130,37127,48,76,67.4,39
44,3keto-disac_hyd,Stockholm,8928,1062,1750089,43,312,196.0,21
45,40S_S4_C,Stockholm,2489,79,116329,18,53,46.7,64
46,40S_SA_C,Stockholm,1507,354,135619,25,134,90.0,39
47,4F5,Stockholm,2935,98,107624,23,66,36.7,34
48,4HB,Stockholm,556,146,42890,49,82,77.1,41
49,4HBT,Stockholm,49362,426,3905874,23,132,79.1,17
50,4HBT_2,Stockholm,12156,1064,1542995,29,276,126.9,17
51,4HBT_3,Stockholm,10727,1627,2704233,29,373,252.1,22
52,4HB_MCP_1,Stockholm,10055,1056,1773675,43,220,176.4,13
53,4HFCP_synth,Stockholm,464,535,99787,42,250,215.1,35
54,4HPAD_g_N,Stockholm,32,47,990,28,33,30.9,46
55,4PPT_N,Stockholm,1682,255,113969,22,90,67.8,39
56,4_1_CTD,Stockholm,5420,348,539437,25,146,99.5,63
57,5-FTHF_cyc-lig,Stockholm,10626,1340,1908056,33,317,179.6,23
58,5-nucleotidase,Stockholm,2053,619,516265,34,320,251.5,47
59,53-BP1_Tudor,Stockholm,604,335,71397,28,130,118.2,70
60,5HT_transport_N,Stockholm,201,93,7867,30,46,39.1,58
61,5TM-5TMR_LYT,Stockholm,2278,631,380138,35,193,166.9,19
62,5_3_exonuc,Stockholm,10886,381,1054198,31,145,96.8,34
63,5_3_exonuc_N,Stockholm,11311,801,1894271,42,226,167.5,34
64,5_nucleotid,Stockholm,5547,2029,1955515,24,557,352.5,32
65,5_nucleotid_C,Stockholm,12709,971,2124152,27,255,167.1,21
66,60KD_IMP,Stockholm,12753,1187,2569781,36,347,201.5,26
67,6PF2K,Stockholm,8422,1189,1656100,29,272,196.6,43
68,6PGD,Stockholm,9912,871,2234083,20,342,225.4,39
69,7kD_DNA_binding,Stockholm,23,61,1305,25,59,56.7,85
70,7TM-7TMR_HD,Stockholm,1947,508,375568,46,235,192.9,19
71,7TMR-DISMED2,Stockholm,2867,565,380162,51,180,132.6,18
72,7TMR-DISM_7TM,Stockholm,4685,737,949063,43,244,202.6,16
73,7TMR-HDED,Stockholm,1871,1134,426445,45,417,227.9,17
74,7tm_1,Stockholm,127566,4506,32522615,32,1247,254.9,19
75,7tm_2,Stockholm,30397,1980,6955934,29,359,228.8,24
76,7tm_3,Stockholm,20570,1468,5020592,53,377,244.1,26
77,7tm_4,Stockholm,78954,2425,20616583,29,316,261.1,36
78,7tm_6,Stockholm,10148,2046,2583732,37,518,254.6,14
79,7tm_7,Stockholm,4215,1711,1251230,30,458,296.9,12
80,7TM_GPCR_Sra,Stockholm,273,1295,67504,53,347,247.3,18
81,7TM_GPCR_Srab,Stockholm,880,1658,199890,40,354,227.1,15
82,7TM_GPCR_Srb,Stockholm,120,804,20743,22,251,172.9,32
83,7TM_GPCR_Srbc,Stockholm,580,1027,120150,29,298,207.2,19
84,7TM_GPCR_Srd,Stockholm,1235,2023,241770,29,328,195.8,16
85,7TM_GPCR_Srh,Stockholm,2115,1899,476765,32,329,225.4,17
86,7TM_GPCR_Sri,Stockholm,657,1967,139308,27,335,212.0,17
87,7TM_GPCR_Srj,Stockholm,332,2165,73066,32,338,220.1,31
88,7TM_GPCR_Srsx,Stockholm,1241,2588,235212,26,318,189.5,14
89,7TM_GPCR_Srt,Stockholm,1240,1388,266034,35,347,214.5,20
90,7TM_GPCR_Sru,Stockholm,495,749,105549,36,342,213.2,23
91,7TM_GPCR_Srv,Stockholm,864,2006,177952,32,343,206.0,13
92,7TM_GPCR_Srw,Stockholm,3174,1803,723555,27,396,228.0,16
93,7TM_GPCR_Srx,Stockholm,2155,1871,395559,31,297,183.6,15
94,7TM_GPCR_Srz,Stockholm,525,673,100972,28,305,192.3,20
95,7TM_GPCR_Str,Stockholm,3033,1857,636911,27,347,210.0,18
96,7TM_transglut,Stockholm,509,372,123564,61,251,242.8,46
97,8TM_micro,Stockholm,23,513,5434,116,328,236.3,20
98,A-2_8-polyST,Stockholm,641,1212,192468,64,381,300.3,28
99,A1_Propeptide,Stockholm,2457,49,63998,18,30,26.0,39
100,A2L_zn_ribbon,Stockholm,100,51,3146,26,35,31.5,32
101,A2M,Stockholm,9198,329,829541,29,124,90.2,26
102,A2M_BRD,Stockholm,8356,1143,1211692,29,487,145.0,20
103,A2M_recep,Stockholm,6015,360,540311,23,128,89.8,29
104,AA9,Stockholm,6553,1126,1345268,39,295,205.3,31
105,AAA,Stockholm,182497,1527,23706186,15,274,129.9,26
106,AAA-ATPase_like,Stockholm,3630,1381,892231,25,379,245.8,26
107,AAA_10,Stockholm,1272,1711,413308,65,430,324.9,22
108,AAA_11,Stockholm,31204,3116,5676024,27,729,181.9,18
109,AAA_12,Stockholm,26050,1801,5020657,21,424,192.7,25
110,AAA_13,Stockholm,1043,3032,487133,52,800,467.0,15
111,AAA_14,Stockholm,6721,724,850102,30,205,126.5,23
112,AAA_15,Stockholm,5869,3442,1362835,35,867,232.2,13
113,AAA_16,Stockholm,21433,1263,3654049,44,511,170.5,17
114,AAA_17,Stockholm,1189,905,152917,23,177,128.6,20
115,AAA_18,Stockholm,5511,788,727281,35,231,132.0,19
116,AAA_19,Stockholm,11629,1948,3042421,34,483,261.6,18
117,AAA_2,Stockholm,40114,1088,7009761,27,297,174.7,36
118,AAA_21,Stockholm,10688,2763,2141064,22,515,200.3,15
119,AAA_22,Stockholm,10068,842,1359241,41,238,135.0,18
120,AAA_23,Stockholm,12658,2791,3245142,31,1122,256.4,14
121,AAA_24,Stockholm,1628,725,334110,42,286,205.2,16
122,AAA_25,Stockholm,11848,1010,1994409,47,257,168.3,28
123,AAA_26,Stockholm,9473,1353,1957168,30,261,206.6,21
124,AAA_27,Stockholm,1567,1264,291202,44,258,185.8,24
125,AAA_28,Stockholm,3957,996,652664,31,302,164.9,20
126,AAA_29,Stockholm,1369,193,81360,31,69,59.4,36
127,AAA_3,Stockholm,14581,788,1911173,22,150,131.1,59
128,AAA_30,Stockholm,12123,1778,2367433,32,309,195.3,23
129,AAA_31,Stockholm,30696,1364,5298894,25,271,172.6,25
130,AAA_32,Stockholm,1570,237,202496,35,140,129.0,37
131,AAA_33,Stockholm,15448,1163,2072477,34,258,134.2,18
132,AAA_34,Stockholm,3138,1138,872540,34,380,278.1,53
133,AAA_35,Stockholm,1737,1891,548916,25,374,316.0,24
134,AAA_5,Stockholm,29830,1166,3906282,27,250,131.0,21
135,AAA_6,Stockholm,11774,2710,3389344,20,403,287.9,47
136,AAA_7,Stockholm,10575,1344,1804314,27,213,170.6,32
137,AAA_8,Stockholm,10775,1611,2604141,30,340,241.7,35
138,AAA_9,Stockholm,10710,1321,2203553,28,303,205.7,40
139,AAA_assoc,Stockholm,3714,389,354268,33,147,95.4,25
140,AAA_assoc_2,Stockholm,9239,308,749251,22,185,81.1,36
141,AAA_assoc_C,Stockholm,699,184,82535,46,123,118.1,37
142,AAA_lid_1,Stockholm,7464,576,726804,33,139,97.4,35
143,AAA_lid_10,Stockholm,2461,279,160163,32,121,65.1,40
144,AAA_lid_11,Stockholm,10242,723,1424981,25,211,139.1,37
145,AAA_lid_2,Stockholm,17967,184,1305627,29,108,72.7,31
146,AAA_lid_3,Stockholm,65108,308,3111028,21,92,47.8,31
147,AAA_lid_4,Stockholm,7888,179,583034,31,86,73.9,54
148,AAA_lid_5,Stockholm,1774,270,183278,46,150,103.3,38
149,AAA_lid_6,Stockholm,4940,228,304047,36,97,61.5,26
150,AAA_lid_7,Stockholm,5005,456,525397,43,190,105.0,22
151,AAA_lid_8,Stockholm,747,214,54494,38,104,73.0,30
152,AAA_lid_9,Stockholm,22768,422,2416685,26,202,106.1,42
153,AAA_PrkA,Stockholm,2282,1126,787482,34,409,345.1,45
154,AadA_C,Stockholm,13,106,1340,103,104,103.1,69
155,AalphaY_MDB,Stockholm,2,146,290,145,145,145.0,48
156,AAL_decarboxy,Stockholm,1215,633,246426,42,264,202.8,30
157,AAR2,Stockholm,1734,1964,540322,26,568,311.6,25
158,AARP2CN,Stockholm,3687,417,306649,26,176,83.2,36
159,AAT,Stockholm,3092,1263,675852,52,296,218.6,18
160,AATase,Stockholm,1419,2264,485696,61,530,342.3,15
161,AATF-Che1,Stockholm,1754,693,238894,37,257,136.2,27
162,AA_kinase,Stockholm,46527,1522,11018408,34,418,236.8,20
163,AA_permease,Stockholm,36712,4834,14017431,31,579,381.8,20
164,AA_permease_2,Stockholm,59408,3968,24324644,40,628,409.5,17
165,AA_permease_C,Stockholm,6093,174,304831,24,68,50.0,42
166,AA_permease_N,Stockholm,2018,162,132949,22,90,65.9,41
167,AA_synth,Stockholm,1164,307,203178,27,223,174.6,43
168,Aa_trans,Stockholm,39624,3389,13360380,30,614,337.2,16
169,ABA4-like,Stockholm,925,411,115418,36,188,124.8,32
170,ABATE,Stockholm,4685,591,597120,40,240,127.5,20
171,ABA_GPCR,Stockholm,1735,676,290886,30,297,167.7,38
172,ABA_WDS,Stockholm,716,163,52783,24,93,73.7,56
173,AbbA_antirepres,Stockholm,35,78,2147,53,64,61.3,41
174,ABC-3,Stockholm,11921,1544,2988124,17,300,250.7,27
175,ABC1,Stockholm,22853,1850,5154590,32,370,225.6,27
176,ABC2_membrane,Stockholm,70903,1661,14535210,31,349,205.0,16
177,ABC2_membrane_2,Stockholm,12558,2757,3374862,48,790,268.7,12
178,ABC2_membrane_3,Stockholm,36270,3913,12167996,56,885,335.5,11
179,ABC2_membrane_4,Stockholm,4984,1252,905296,34,241,181.6,15
180,ABC2_membrane_5,Stockholm,1696,862,343166,63,254,202.3,14
181,ABC2_membrane_6,Stockholm,4312,909,988737,42,262,229.3,20
182,ABC2_membrane_7,Stockholm,25970,3458,2936373,29,458,113.1,27
183,ABC_ATPase,Stockholm,1006,1093,266310,41,315,264.7,49
184,ABC_cobalt,Stockholm,1372,215,166202,48,141,121.1,33
185,ABC_export,Stockholm,204,1242,101869,66,573,499.4,17
186,ABC_membrane,Stockholm,159100,2765,41650902,37,376,261.8,14
187,ABC_membrane_2,Stockholm,7523,1413,1880984,36,323,250.0,26
188,ABC_membrane_3,Stockholm,114,747,25767,64,248,226.0,32
189,ABC_N,Stockholm,906,503,145640,40,228,160.8,35
190,ABC_sub_bind,Stockholm,4102,1720,1138001,37,315,277.4,25
191,ABC_toxin_N,Stockholm,396,291,49083,52,146,123.9,36
192,ABC_tran,Stockholm,838816,2443,124603300,13,685,148.5,26
193,ABC_transp_aux,Stockholm,2936,1330,700303,49,437,238.5,19
194,ABC_trans_aux,Stockholm,3109,556,495453,35,190,159.4,17
195,ABC_trans_CmpB,Stockholm,2652,481,393029,54,184,148.2,24
196,ABC_trans_N,Stockholm,8102,459,865099,30,205,106.8,19
197,ABC_tran_2,Stockholm,368,1967,176701,126,566,480.2,16
198,ABC_tran_CTD,Stockholm,8692,225,603650,13,123,69.4,26
199,ABC_tran_Xtn,Stockholm,29083,336,2488786,34,122,85.6,23
200,Abdominal-A,Stockholm,137,37,3317,15,34,24.2,86
201,AbfB,Stockholm,2183,418,277862,39,169,127.3,28
202,AbfS_sensor,Stockholm,23,79,1438,49,65,62.5,26
203,ABG_transport,Stockholm,1946,1867,901995,35,550,463.5,38
204,ABHD18,Stockholm,1436,1692,399356,36,653,278.1,33
205,Abhydrolase_1,Stockholm,104788,2754,22374184,37,515,213.5,15
206,Abhydrolase_10,Stockholm,688,1793,316747,37,682,460.4,22
207,Abhydrolase_11,Stockholm,3417,946,598622,45,249,175.2,25
208,Abhydrolase_2,Stockholm,12223,1980,2314984,31,271,189.4,21
209,Abhydrolase_3,Stockholm,40823,2012,7720228,13,325,189.1,22
210,Abhydrolase_4,Stockholm,6597,553,649512,26,143,98.5,21
211,Abhydrolase_5,Stockholm,814,918,128756,40,205,158.2,33
212,Abhydrolase_6,Stockholm,77902,3092,18752026,37,566,240.7,14
213,Abhydrolase_7,Stockholm,420,1614,124557,85,397,296.6,22
214,Abhydrolase_8,Stockholm,1969,943,333583,41,216,169.4,30
215,Abhydrolase_9,Stockholm,1014,504,261766,34,307,258.2,40
216,Abhydrolase_9_N,Stockholm,905,473,184756,27,275,204.2,29
217,Abhydro_lipase,Stockholm,4499,377,290310,26,164,64.5,35
218,AbiEii,Stockholm,4981,992,1102778,25,319,221.4,14
219,AbiEi_1,Stockholm,478,471,64468,51,169,134.9,19
220,AbiEi_2,Stockholm,343,414,48889,39,172,142.5,24
221,AbiEi_3,Stockholm,516,335,78370,42,178,151.9,32
222,AbiEi_3_N,Stockholm,521,185,47603,37,105,91.4,34
223,AbiEi_4,Stockholm,1593,116,75082,26,65,47.1,25
224,AbiGi,Stockholm,130,620,22462,54,251,172.8,18
225,AbiGii_2,Stockholm,14,521,4874,82,404,348.1,20
226,aBig_2,Stockholm,1765,374,153210,37,120,86.8,29
227,AbiH,Stockholm,439,1240,116977,23,442,266.5,18
228,AbiJ_NTD3,Stockholm,195,357,31643,49,201,162.3,28
229,AbiJ_NTD4,Stockholm,238,425,36792,42,225,154.6,17
230,AbiJ_NTD5,Stockholm,40,117,3577,66,94,89.4,31
231,AbiTii,Stockholm,261,401,47437,49,215,181.8,18
232,Abi_2,Stockholm,1715,742,310233,28,291,180.9,22
233,Abi_alpha,Stockholm,429,575,73014,54,243,170.2,21
234,Abi_C,Stockholm,521,151,40952,57,98,78.6,24
235,Abi_HHR,Stockholm,3183,152,243788,30,95,76.6,68
236,AbLIM_anchor,Stockholm,6417,1412,1298042,24,498,202.3,29
237,ABM,Stockholm,20433,361,1564986,32,121,76.6,16
238,Abp2,Stockholm,404,288,65868,29,189,163.0,56
239,AbrB,Stockholm,2672,649,764495,48,376,286.1,24
240,AbrB-like,Stockholm,390,91,26698,24,75,68.5,57
241,AbrB_C,Stockholm,454,47,16710,32,39,36.8,55
242,Ac110_PIF,Stockholm,17,50,735,43,47,43.2,37
243,Ac45-VOA1_TM,Stockholm,1975,63,76549,24,43,38.8,37
244,Ac76,Stockholm,23,118,1819,13,84,79.1,36
245,Ac81,Stockholm,35,270,5931,94,198,169.5,32
246,AcaB,Stockholm,248,371,51848,76,233,209.1,39
247,ACAS_N,Stockholm,16566,301,942623,23,95,56.9,31
248,Acatn,Stockholm,4633,1819,834374,34,637,180.1,16
249,ACBP,Stockholm,8768,535,680314,23,150,77.6,34
250,Acc5b_avian_CoV,Stockholm,5,92,405,77,82,81.0,65
251,ACCA,Stockholm,5979,524,822336,37,194,137.5,48
252,ACC_central,Stockholm,4059,2733,2327332,39,878,573.4,34
253,ACC_epsilon,Stockholm,1909,157,113967,21,77,59.7,33
254,ACD,Stockholm,7,427,2591,323,386,370.1,38
255,ACDC,Stockholm,360,503,36502,42,282,101.4,21
256,ACDH_C,Stockholm,1460,484,400248,35,298,274.1,35
257,AceK_kinase,Stockholm,816,378,206802,35,279,253.4,55
258,AceK_regulatory,Stockholm,817,522,243106,35,341,297.6,38
259,Acetate_kinase,Stockholm,8988,1979,3107744,30,456,345.8,36
260,AcetDehyd-dimer,Stockholm,1685,279,245959,38,195,146.0,60
261,Acetone_carb_G,Stockholm,307,177,32792,31,116,106.8,36
262,AcetylCoA_hydro,Stockholm,4554,869,878333,54,243,192.9,24
263,AcetylCoA_hyd_C,Stockholm,5381,474,807095,29,180,150.0,39
264,Acetyltransf_1,Stockholm,154452,1092,18686854,24,270,121.0,15
265,Acetyltransf_10,Stockholm,26587,1051,3157255,6,171,118.8,16
266,Acetyltransf_11,Stockholm,4884,289,401993,29,149,82.3,33
267,Acetyltransf_13,Stockholm,1783,231,120527,23,109,67.6,44
268,Acetyltransf_14,Stockholm,62,316,10545,39,195,170.1,20
269,Acetyltransf_15,Stockholm,24,504,5162,105,309,215.1,25
270,Acetyltransf_16,Stockholm,1098,487,176631,37,197,160.9,47
271,Acetyltransf_17,Stockholm,2759,392,324753,48,181,117.7,21
272,Acetyltransf_18,Stockholm,2030,539,243484,50,148,119.9,24
273,Acetyltransf_19,Stockholm,84,189,9540,51,120,113.6,25
274,Acetyltransf_2,Stockholm,3913,1451,919366,29,315,235.0,25
275,Acetyltransf_3,Stockholm,51560,1117,7252325,34,264,140.7,19
276,Acetyltransf_4,Stockholm,4324,1043,662753,35,202,153.3,29
277,Acetyltransf_5,Stockholm,4403,398,454024,34,151,103.1,30
278,Acetyltransf_6,Stockholm,7098,912,1008055,32,191,142.0,14
279,Acetyltransf_7,Stockholm,12386,657,1112758,31,163,89.8,18
280,Acetyltransf_8,Stockholm,3674,709,526149,32,172,143.2,25
281,Acetyltransf_CG,Stockholm,6125,259,482393,39,105,78.8,28
282,AChE_tetra,Stockholm,440,50,15213,30,41,34.6,72
283,ACI44,Stockholm,1,77,41,41,41,41.0,100
284,Acid_phosphat_B,Stockholm,3681,1067,718583,38,307,195.2,24
285,Acid_PPase,Stockholm,1823,776,261218,25,241,143.3,35
286,AcMNPV_Ac109,Stockholm,27,489,7810,136,402,289.3,35
287,AcMNPV_AC11,Stockholm,6,343,1983,320,339,330.5,56
288,AcMNPV_Ac75,Stockholm,15,200,1906,121,146,127.1,29
289,AcMNPV_Orf101,Stockholm,19,438,6721,341,369,353.7,36
290,AcMNPV_Orf17,Stockholm,12,168,1405,112,124,117.1,32
291,AcMNPV_Orf18,Stockholm,11,402,3554,306,375,323.1,35
292,AcMNPV_P18,Stockholm,19,167,2872,140,155,151.2,43
293,AcnX,Stockholm,929,924,360433,58,448,388.0,33
294,AcnX_swivel_put,Stockholm,892,141,73721,46,101,82.6,36
295,Aconitase,Stockholm,27560,2275,11766914,29,614,427.0,31
296,Aconitase_2_N,Stockholm,1924,419,409976,30,235,213.1,54
297,Aconitase_B_N,Stockholm,1924,309,292946,29,188,152.3,51
298,Aconitase_C,Stockholm,23664,693,2862084,18,175,120.9,31
299,ACOX,Stockholm,6130,712,994642,31,220,162.3,23
300,ACP,Stockholm,1080,143,88595,42,92,82.0,32
301,Acp26Ab,Stockholm,9,104,795,82,90,88.3,50
302,ACP53EA,Stockholm,68,117,6089,64,93,89.5,25
303,ACPS,Stockholm,15802,713,1754435,46,225,111.0,20
304,ACP_PD,Stockholm,1237,210,129690,38,115,104.8,28
305,ACP_syn_III,Stockholm,14759,432,1185769,26,131,80.3,35
306,ACP_syn_III_C,Stockholm,19586,437,1743687,25,119,89.0,29
307,AcrZ,Stockholm,121,61,5732,26,50,47.4,65
308,ACR_tran,Stockholm,44729,8366,38651451,30,1139,864.1,23
309,ACS_CODH_B_C,Stockholm,308,272,73034,38,247,237.1,54
310,ACT,Stockholm,34234,201,2230633,31,92,65.2,18
311,Act-Frag_cataly,Stockholm,472,896,131430,65,343,278.5,48
312,ActA,Stockholm,1,633,633,633,633,633.0,100
313,ActD,Stockholm,1134,338,188908,52,186,166.6,35
314,ACTH_domain,Stockholm,887,32,16967,10,25,19.1,58
315,Actin,Stockholm,31597,3985,10220415,21,722,323.5,30
316,Actino_peptide,Stockholm,160,123,9842,47,79,61.5,35
317,Actin_micro,Stockholm,40,1355,10595,61,535,264.9,18
318,Activator-TraM,Stockholm,72,220,9715,49,153,134.9,33
319,Activator_LAG-3,Stockholm,53,834,12151,98,470,229.3,17
320,Activin_recp,Stockholm,5479,344,435711,28,124,79.5,27
321,ACTL7A_N,Stockholm,101,81,6400,31,69,63.4,64
322,ACT_3,Stockholm,899,180,61729,28,102,68.7,32
323,ACT_4,Stockholm,10187,215,800556,31,102,78.6,24
324,ACT_5,Stockholm,5039,157,316796,35,80,62.9,45
325,ACT_6,Stockholm,5468,304,412434,31,93,75.4,23
326,ACT_7,Stockholm,12908,211,840058,30,93,65.1,29
327,ACT_8,Stockholm,1105,327,153455,74,147,138.9,32
328,acVLRF1,Stockholm,493,534,63628,60,172,129.1,39
329,Acyl-ACP_TE,Stockholm,3910,1468,797859,23,330,204.1,22
330,Acyl-CoA_dh_1,Stockholm,94233,1189,14190179,22,197,150.6,24
331,Acyl-CoA_dh_2,Stockholm,7294,923,969172,29,186,132.9,22
332,Acyl-CoA_dh_C,Stockholm,6442,370,812525,32,166,126.1,24
333,Acyl-CoA_dh_M,Stockholm,88442,615,8729996,33,140,98.7,29
334,Acyl-CoA_dh_N,Stockholm,89239,746,10075338,22,168,112.9,21
335,Acyl-CoA_ox_N,Stockholm,3429,432,383451,28,170,111.8,25
336,Acyl-thio_N,Stockholm,447,224,54498,24,136,121.9,56
337,AcylCoA_dehyd_C,Stockholm,234,192,25849,43,123,110.5,37
338,AcylCoA_DH_N,Stockholm,5182,55,161915,14,34,31.2,33
339,Acylphosphatase,Stockholm,8678,310,726371,23,106,83.7,31
340,Acyltransferase,Stockholm,49235,1151,6686667,27,285,135.8,20
341,Acyltransf_2,Stockholm,1991,980,491747,127,280,247.0,26
342,Acyltransf_C,Stockholm,4298,286,317302,31,103,73.8,25
343,Acyl_CoA_thio,Stockholm,136,628,14648,28,137,107.7,29
344,Acyl_transf_1,Stockholm,36574,3067,10924429,26,472,298.7,25
345,Acyl_transf_2,Stockholm,32,784,7756,79,303,242.4,24
346,Acyl_transf_3,Stockholm,30377,2504,10147609,43,607,334.1,14
347,AC_1,Stockholm,822,471,94318,43,150,114.7,34
348,AC_N,Stockholm,5165,2008,1281510,29,476,248.1,31
349,AD,Stockholm,1302,326,111493,33,157,85.6,35
350,Ada3,Stockholm,1440,560,185902,43,268,129.1,29
351,ADAM17_MPD,Stockholm,881,133,53924,33,72,61.2,57
352,ADAMTS_CR_2,Stockholm,8160,329,559226,28,131,68.5,41
353,ADAMTS_CR_3,Stockholm,9337,423,933569,26,134,100.0,37
354,ADAMTS_spacer1,Stockholm,9980,403,1122509,38,149,112.5,30
355,ADAM_CR,Stockholm,8308,490,945744,30,151,113.8,32
356,Adaptin_binding,Stockholm,1289,1045,188453,49,539,146.2,22
357,Adaptin_N,Stockholm,22021,3853,10468125,43,767,475.4,21
358,Adap_comp_sub,Stockholm,11763,1926,3039620,33,528,258.4,27
359,Ada_Zn_binding,Stockholm,4693,173,299976,24,80,63.9,46
360,ADC,Stockholm,2453,1026,545196,42,314,222.3,17
361,Adcy_cons_dom,Stockholm,3527,369,332238,28,143,94.2,29
362,ADD_ATRX,Stockholm,944,127,51746,29,61,54.8,58
363,ADD_DNMT3,Stockholm,2042,141,110565,22,71,54.1,54
364,Adenine_deam_C,Stockholm,3258,404,540100,23,190,165.8,34
365,Adenine_glyco,Stockholm,7374,621,1222588,24,222,165.8,39
366,Adenosine_kin,Stockholm,349,211,53359,50,163,152.9,57
367,Adeno_100,Stockholm,65,810,37635,77,613,579.0,44
368,Adeno_52K,Stockholm,70,263,13798,92,209,197.1,40
369,Adeno_E1A,Stockholm,56,501,6724,52,289,120.1,21
370,Adeno_E1B_19K,Stockholm,32,159,4297,100,138,134.3,36
371,Adeno_E1B_55K,Stockholm,54,606,16143,75,388,298.9,28
372,Adeno_E1B_55K_N,Stockholm,19,102,1319,63,83,69.4,36
373,Adeno_E3,Stockholm,8,163,1030,119,134,128.8,48
374,Adeno_E3A,Stockholm,15,112,1567,104,105,104.5,58
375,Adeno_E3B,Stockholm,16,72,1072,67,67,67.0,54
376,Adeno_E3_14_5,Stockholm,13,169,1360,91,113,104.6,41
377,Adeno_E3_15_3,Stockholm,18,133,2095,113,118,116.4,51
378,Adeno_E3_CR1,Stockholm,28,165,2664,86,107,95.1,27
379,Adeno_E3_CR2,Stockholm,12,40,458,37,39,38.2,46
380,Adeno_E4,Stockholm,15,114,1602,100,109,106.8,46
381,Adeno_E4_34,Stockholm,29,213,4217,131,153,145.4,40
382,Adeno_E4_ORF3,Stockholm,19,117,2151,111,114,113.2,63
383,Adeno_GP19K,Stockholm,13,183,1679,76,136,129.2,40
384,Adeno_hexon,Stockholm,67,1064,38898,201,640,580.6,55
385,Adeno_hexon_C,Stockholm,65,274,14992,189,245,230.6,62
386,Adeno_IVa2,Stockholm,74,657,23921,47,373,323.3,43
387,Adeno_knob,Stockholm,26,330,4792,116,202,184.3,35
388,Adeno_L433K_22K,Stockholm,56,430,7984,45,227,142.6,25
389,Adeno_Penton_B,Stockholm,67,592,31706,443,537,473.2,57
390,Adeno_PIX,Stockholm,30,170,2901,44,128,96.7,43
391,Adeno_PV,Stockholm,37,621,9363,98,380,253.1,42
392,Adeno_PVIII,Stockholm,73,423,14372,56,251,196.9,33
393,Adeno_PX,Stockholm,59,60,2440,33,44,41.4,61
394,Adeno_shaft,Stockholm,310,134,11601,16,52,37.4,21
395,Adeno_terminal,Stockholm,68,853,36672,259,602,539.3,41
396,Adeno_VII,Stockholm,56,304,5868,30,169,104.8,39
397,AdenylateSensor,Stockholm,1892,535,168994,28,172,89.3,36
398,Adenylate_cycl,Stockholm,510,1292,268103,45,618,525.7,34
