idx,name,format,nseq,alen,nres,small,large,avlen,%id
34,SNORA46,Stockholm,126,233,17357,131,198,137.8,78
35,SNORA44,Stockholm,341,305,43468,87,158,127.5,67
36,istR,Stockholm,36,201,4671,104,145,129.8,77
37,rseX,Stockholm,18,101,1671,88,99,92.8,76
38,STnc150,Stockholm,15,283,3701,85,279,246.7,90
39,STnc290,Stockholm,11,66,716,65,66,65.1,98
40,STnc490,Stockholm,255,165,31104,68,128,122.0,86
41,STnc500,Stockholm,13,296,3588,171,286,276.0,93
42,PinT,Stockholm,9,76,684,76,76,76.0,99
43,STnc560,Stockholm,29,443,6259,161,272,215.8,71
44,MIR408,Stockholm,107,285,15761,115,255,147.3,65
45,sraL,Stockholm,47,241,6551,81,165,139.4,75
46,STnc250,Stockholm,13,141,1254,92,114,96.5,80
47,BsrC,Stockholm,347,106,30209,70,91,87.1,65
48,BsrG,Stockholm,298,847,76654,169,371,257.2,46
49,BsrF,Stockholm,121,176,13418,94,120,110.9,63
50,Dicty_Class_I_RNA,Stockholm,152,196,9446,43,141,62.1,55
51,Flavivirus_SLIV,Stockholm,117,127,8938,68,82,76.4,68
52,miR-430,Stockholm,643,93,44579,58,73,69.3,66
53,RSV_RNA,Stockholm,79,328,22618,215,292,286.3,72
54,NrrF,Stockholm,8,225,1324,157,175,165.5,71
55,mir-147,Stockholm,275,96,19186,64,77,69.8,74
56,IsrR,Stockholm,1401,425,240675,55,216,171.8,70
57,HIV_POL-1_SL,Stockholm,48,113,5424,113,113,113.0,83
58,snoR113,Stockholm,156,197,16170,83,137,103.7,69
59,snoR114,Stockholm,500,164,43495,78,97,87.0,61
60,snoR116,Stockholm,94,122,8179,77,102,87.0,70
61,snoR117,Stockholm,157,112,12660,51,92,80.6,63
62,snoR118,Stockholm,235,152,20624,70,102,87.8,70
63,S_pombe_snR97,Stockholm,3,148,443,147,148,147.7,100
64,S_pombe_snR99,Stockholm,11,192,2053,184,190,186.6,86
65,RCNMV_5UTR,Stockholm,3,123,365,120,123,121.7,82
66,MIR171_2,Stockholm,115,205,12349,89,158,107.4,68
67,DPB,Stockholm,74,90,6108,60,87,82.5,83
68,RCNMV_TE_DR1,Stockholm,3,138,414,138,138,138.0,89
69,rli22,Stockholm,7,111,774,110,111,110.6,98
70,VrrA,Stockholm,43,256,5754,54,188,133.8,68
71,rli23,Stockholm,52,129,5108,92,115,98.2,66
72,rliE,Stockholm,5,226,1114,220,225,222.8,85
73,rliH,Stockholm,4,429,1716,429,429,429.0,94
74,rli24,Stockholm,7,158,1106,158,158,158.0,95
75,rli26,Stockholm,6,188,1121,184,188,186.8,94
76,rliA,Stockholm,7,359,1620,224,256,231.4,78
77,mir-137,Stockholm,288,93,20573,55,84,71.4,80
78,rli27,Stockholm,4,99,396,99,99,99.0,96
79,rli31,Stockholm,4,116,461,115,116,115.2,91
80,rli34,Stockholm,8,85,673,84,85,84.1,81
81,rli36,Stockholm,7,84,588,84,84,84.0,96
82,rli32,Stockholm,6,151,882,146,149,147.0,94
83,rli33,Stockholm,6,614,2739,302,535,456.5,65
84,rliB,Stockholm,9,424,2760,222,362,306.7,59
85,rli38,Stockholm,96,291,14240,114,171,148.3,55
86,rli41,Stockholm,11,537,5008,356,495,455.3,74
87,rli40,Stockholm,5,264,1315,261,264,263.0,88
88,MIR398,Stockholm,219,251,24213,85,173,110.6,53
89,rli42,Stockholm,5,171,854,170,171,170.8,95
90,rli45,Stockholm,7,78,545,77,78,77.9,86
91,rliF,Stockholm,9,242,1912,194,220,212.4,66
92,rli47,Stockholm,10,513,5088,505,510,508.8,98
93,rli52,Stockholm,7,97,667,95,97,95.3,95
94,rli43,Stockholm,5,255,1270,253,255,254.0,95
95,AdoCbl_riboswitch,Stockholm,175,314,24176,80,177,138.1,47
96,rli48,Stockholm,7,151,1046,148,150,149.4,92
97,rli53,Stockholm,6,175,1041,173,175,173.5,96
98,rli56,Stockholm,7,100,700,100,100,100.0,98
99,mir-203,Stockholm,154,82,12135,58,81,78.8,76
100,rli59,Stockholm,6,181,1086,181,181,181.0,97
101,rli61,Stockholm,13,128,1384,104,108,106.5,81
102,rli62,Stockholm,7,138,932,131,136,133.1,74
103,rli49,Stockholm,6,163,978,163,163,163.0,93
104,sbrA,Stockholm,35,99,2469,66,80,70.5,74
105,rli51,Stockholm,12,125,1446,119,121,120.5,80
106,rli54,Stockholm,9,587,3924,247,529,436.0,76
107,rliI,Stockholm,12,340,2605,126,239,217.1,57
108,rli37,Stockholm,5,258,1244,246,257,248.8,95
109,rli28,Stockholm,418,520,76456,128,251,182.9,51
110,mir-186,Stockholm,275,162,25230,76,109,91.7,60
111,SNORA1,Stockholm,326,276,42783,85,165,131.2,69
112,rliD,Stockholm,97,747,26026,165,365,268.3,59
113,ACAT,Stockholm,38,217,5611,142,159,147.7,67
114,Afu_182,Stockholm,298,561,58051,176,336,194.8,52
115,Afu_191,Stockholm,92,152,8872,86,115,96.4,75
116,Afu_198,Stockholm,122,396,17235,124,184,141.3,59
117,Afu_199,Stockholm,100,138,8127,74,91,81.3,75
118,Afu_203,Stockholm,11,142,1236,107,128,112.4,72
119,Afu_254,Stockholm,111,251,16714,134,165,150.6,57
120,Afu_264,Stockholm,252,397,24732,85,150,98.1,66
121,Afu_294,Stockholm,190,182,15611,74,104,82.2,68
122,mir-489,Stockholm,123,87,10239,61,85,83.2,88
123,Afu_298,Stockholm,166,218,14733,76,137,88.8,75
124,Afu_300,Stockholm,269,183,24008,75,108,89.2,69
125,MFR,Stockholm,5,64,317,63,64,63.4,80
126,BYDV_5_UTR,Stockholm,8,155,1153,113,150,144.1,78
127,Afu_304,Stockholm,260,238,27191,91,145,104.6,63
128,Afu_309,Stockholm,281,851,85276,210,435,303.5,54
129,Afu_513,Stockholm,283,144,27578,84,109,97.4,77
130,Afu_335,Stockholm,285,171,27040,89,111,94.9,73
131,v-snoRNA-1,Stockholm,5,65,325,65,65,65.0,93
132,Afu_514,Stockholm,273,163,28656,101,110,105.0,68
133,mir-375,Stockholm,204,120,13567,57,92,66.5,72
134,pRNA,Stockholm,115,119,10205,78,98,88.7,57
135,CC0734,Stockholm,7,96,662,93,95,94.6,81
136,iscRS,Stockholm,39,150,4237,79,115,108.6,81
137,CC0196,Stockholm,15,75,881,56,61,58.7,74
138,TB10Cs1H1,Stockholm,73,76,5176,69,73,70.9,82
139,TB10Cs1H2,Stockholm,37,67,2394,63,67,64.7,82
140,CC1840,Stockholm,11,112,1079,92,105,98.1,70
141,TB10Cs1H3,Stockholm,36,77,2647,71,75,73.5,78
142,TB10Cs2H1,Stockholm,34,69,2271,56,69,66.8,73
143,ceN106,Stockholm,9,81,708,77,80,78.7,92
144,mir-134,Stockholm,46,73,3349,70,73,72.8,95
145,CrfA,Stockholm,34,231,4243,104,175,124.8,61
146,CC3513,Stockholm,10,206,1637,109,173,163.7,62
147,CC3552,Stockholm,28,147,2921,67,112,104.3,76
148,CC3664,Stockholm,15,204,2089,130,149,139.3,68
149,TB10Cs3H1,Stockholm,49,68,3095,45,67,63.2,81
150,TB11Cs2H1,Stockholm,71,73,4999,52,72,70.4,83
151,TB10Cs4H4,Stockholm,17,66,1107,63,66,65.1,88
152,SNORA18,Stockholm,357,363,46491,99,217,130.2,72
153,SCARNA15,Stockholm,148,187,18969,85,141,128.2,74
154,SCARNA23,Stockholm,104,171,13200,112,132,126.9,71
155,mir-126,Stockholm,262,77,19009,58,74,72.6,78
156,SNORA38,Stockholm,211,317,27530,91,163,130.5,79
157,SNORA29,Stockholm,246,296,33644,68,174,136.8,70
158,SNORA55,Stockholm,267,262,35328,94,146,132.3,72
159,SNORA54,Stockholm,219,211,27508,100,143,125.6,64
160,Hsp90_CRE,Stockholm,14,154,2119,149,152,151.4,95
161,SNORA51,Stockholm,600,460,78155,76,215,130.3,75
162,BTE,Stockholm,25,181,2555,95,126,102.2,62
163,ROSE,Stockholm,251,228,24588,84,127,98.0,57
164,UnaL2,Stockholm,53279,158,2879010,48,80,54.0,81
165,HLE,Stockholm,10,137,1278,114,132,127.8,81
166,MIR397,Stockholm,183,220,19849,80,163,108.5,58
167,SNORA33,Stockholm,261,288,34178,105,171,131.0,72
168,SNORD37,Stockholm,123,96,8218,60,72,66.8,76
169,snoZ242,Stockholm,28,204,5318,169,198,189.9,84
170,ykkC-yxkD,Stockholm,931,370,101752,85,227,109.3,60
171,mir-399,Stockholm,833,290,95157,83,194,114.2,55
172,mir-133,Stockholm,667,135,58731,69,114,88.1,71
173,SNORA27,Stockholm,199,216,25236,79,134,126.8,78
174,IRES_Kv1_4,Stockholm,43,306,10987,133,266,255.5,87
175,IRES_EBNA,Stockholm,10,228,2139,200,217,213.9,85
176,IRES_HIF1,Stockholm,43,437,11784,126,293,274.0,77
177,mir-139,Stockholm,110,76,7435,57,71,67.6,86
178,mir-395,Stockholm,1090,308,110654,82,195,101.5,60
179,mir-172,Stockholm,655,415,84579,88,279,129.1,57
180,p27_CRE,Stockholm,36,75,2128,53,72,59.1,92
181,mir-15,Stockholm,334,98,28512,82,89,85.4,71
182,Cardiovirus_CRE,Stockholm,5,33,165,33,33,33.0,81
183,IRES_mnt,Stockholm,52,220,10334,135,205,198.7,93
184,IRES_Cripavirus,Stockholm,16,270,3187,185,216,199.2,52
185,mir-34,Stockholm,281,152,24272,73,129,86.4,68
186,U1A_PIE,Stockholm,128,97,9496,67,83,74.2,78
187,IRES_VEGF_A,Stockholm,31,363,9559,294,321,308.4,90
188,mir-182,Stockholm,119,119,9120,64,112,76.6,88
189,IRES_APC,Stockholm,6,53,318,53,53,53.0,85
190,mir-92,Stockholm,245,98,19389,74,92,79.1,77
191,ApoB_5_CRE,Stockholm,14,129,1774,122,128,126.7,94
192,HCV_SLVII,Stockholm,111,67,7256,63,66,65.4,74
193,Toga_5_CRE,Stockholm,35,310,9313,257,295,266.1,79
194,snosnR48,Stockholm,60,149,6425,88,121,107.1,72
195,snosnR55,Stockholm,59,131,5210,73,100,88.3,72
196,RSV_PBS,Stockholm,53,94,4336,75,90,81.8,88
197,snosnR54,Stockholm,73,138,6306,80,105,86.4,74
198,snosnR57,Stockholm,62,148,5735,59,106,92.5,72
199,mir-197,Stockholm,38,75,2835,61,75,74.6,98
200,snosnR69,Stockholm,79,151,7566,87,118,95.8,63
201,SCARNA6,Stockholm,230,518,61398,219,292,266.9,57
202,snosnR66,Stockholm,32,135,3325,86,113,103.9,76
203,snosnR71,Stockholm,65,116,6049,87,100,93.1,72
204,HIV_FE,Stockholm,160,52,8300,48,52,51.9,84
205,snosnR61,Stockholm,634,186,53321,66,101,84.1,64
206,HCV_X3,Stockholm,23,100,2294,99,100,99.7,96
207,snoF1_F2,Stockholm,140,233,19687,67,152,140.6,72
208,IRES_IGF2,Stockholm,36,132,4360,118,125,121.1,93
209,K_chan_RES,Stockholm,3071,285,349549,57,189,113.8,64
210,mir-44,Stockholm,61,100,4973,65,89,81.5,68
211,IRES_Cx32,Stockholm,41,161,6109,118,157,149.0,92
212,IRES_Cx43,Stockholm,141,305,27679,158,213,196.3,73
213,mir-129,Stockholm,177,115,16006,87,95,90.4,81
214,U1_yeast,Stockholm,40,1093,20527,137,825,513.2,56
215,S-element,Stockholm,218,111,14790,63,77,67.8,77
216,SCARNA17,Stockholm,76,199,10658,121,156,140.2,74
217,snoU2_19,Stockholm,250,112,20089,58,85,80.4,76
218,IRES_Hsp70,Stockholm,44,242,9465,179,221,215.1,84
219,EAV_LTH,Stockholm,7,45,315,45,45,45.0,98
220,TCV_H5,Stockholm,5,46,226,45,46,45.2,97
221,mir-449,Stockholm,461,175,41632,77,130,90.3,55
222,SNORA2,Stockholm,1235,425,166373,89,186,134.7,77
223,Parecho_CRE,Stockholm,6,118,664,102,115,110.7,74
224,TCV_Pr,Stockholm,4,34,132,30,34,33.0,92
225,Rota_CRE,Stockholm,15,68,1017,65,68,67.8,87
226,Glycine,Stockholm,4600,555,461250,63,250,100.3,53
227,RNAIII,Stockholm,27,918,12309,360,561,455.9,57
228,Thr_leader,Stockholm,193,212,22942,65,135,118.9,69
229,RydC,Stockholm,21,66,1350,62,66,64.3,81
230,Corona_FSE,Stockholm,206,81,15996,66,81,77.7,69
231,snosnR64,Stockholm,52,139,5312,89,113,102.2,77
232,Tombus_IRE,Stockholm,24,96,2131,72,94,88.8,84
233,MIR535,Stockholm,157,136,16011,84,109,102.0,65
234,IRES_KSHV,Stockholm,5,248,1240,248,248,248.0,99
235,Leu_leader,Stockholm,115,254,16829,106,163,146.3,62
236,His_leader,Stockholm,285,221,36385,88,148,127.7,64
237,Trp_leader,Stockholm,182,181,18344,88,116,100.8,57
238,ylbH,Stockholm,234,296,27744,50,179,118.6,68
239,suhB,Stockholm,1027,160,78035,64,95,76.0,57
240,speF,Stockholm,228,359,34191,95,179,150.0,51
241,ybhL,Stockholm,82,154,6167,62,105,75.2,73
242,SAM_alpha,Stockholm,818,124,63699,36,99,77.9,63
243,PreQ1,Stockholm,398,71,17897,36,66,45.0,69
244,mir-460,Stockholm,165,84,12497,57,79,75.7,75
245,serC,Stockholm,611,71,31964,40,56,52.3,71
246,Prion_pknot,Stockholm,241,71,9944,34,50,41.3,83
247,Flavivirus_DB,Stockholm,116,84,8387,58,76,72.3,71
248,snoMe28S-U3344,Stockholm,43,104,3580,80,87,83.3,74
249,snoMe28S-G3255,Stockholm,29,101,2384,76,88,82.2,73
250,snoMe28S-Gm1083,Stockholm,78,118,7103,84,98,91.1,82
251,snoMe28S-Am2589,Stockholm,104,224,11562,63,126,111.2,60
252,snoMe28S-Cm2645,Stockholm,76,92,5712,68,80,75.2,75
253,snoMe28S-Gm3113,Stockholm,33,93,2757,79,87,83.5,76
254,snoMe18S-Gm1358,Stockholm,35,91,2672,68,83,76.3,77
255,mir-3,Stockholm,97,104,6968,65,84,71.8,68
256,snoMe18S-Um1356,Stockholm,62,110,5351,80,92,86.3,73
257,snoMe28S-Am982,Stockholm,60,91,4653,71,81,77.5,68
258,SgrS,Stockholm,54,597,13332,74,412,246.9,57
259,snoMe28S-Cm3227,Stockholm,42,95,3415,77,88,81.3,81
260,snopsi18S-1854,Stockholm,58,179,9051,143,165,156.1,73
261,snoMe28S-Cm788,Stockholm,24,87,1754,69,76,73.1,82
262,snopsi28S-1192,Stockholm,77,211,10896,129,155,141.5,65
263,snopsi28S-2876,Stockholm,19,164,2767,141,156,145.6,81
264,snopsi18S-1377,Stockholm,89,228,12244,91,148,137.6,61
265,snopsi28S-3327,Stockholm,53,249,7680,138,156,144.9,69
266,mir-239,Stockholm,43,79,3047,64,75,70.9,59
267,snopsi28S-3316,Stockholm,75,178,9981,121,141,133.1,70
268,IRES_TrkB,Stockholm,57,550,18447,61,361,323.6,64
269,U11,Stockholm,754,716,105780,73,301,140.3,53
270,snopsi18S-841,Stockholm,83,212,10842,69,153,130.6,62
271,IRES_c-sis,Stockholm,45,1050,24205,87,758,537.9,86
272,bicoid_3,Stockholm,25,657,13674,527,556,547.0,69
273,HepE_CRE,Stockholm,47,151,6918,90,151,147.2,84
274,SCARNA1,Stockholm,156,296,25242,83,182,161.8,71
275,SNORA48,Stockholm,1027,427,144029,85,175,140.2,69
276,L13_leader,Stockholm,285,131,18344,51,99,64.4,67
277,mir-315,Stockholm,98,121,8071,65,90,82.4,72
278,L19_leader,Stockholm,169,65,7130,35,50,42.2,67
279,L10_leader,Stockholm,1667,430,234577,92,230,140.7,44
280,L20_leader,Stockholm,527,249,67570,101,159,128.2,50
281,L21_leader,Stockholm,651,333,50640,56,180,77.8,56
282,SNORA17,Stockholm,1743,613,219360,48,179,125.9,63
283,rncO,Stockholm,134,446,24852,76,302,185.5,66
284,SNORA40,Stockholm,849,396,103480,77,158,121.9,68
285,SCARNA11,Stockholm,206,283,27979,82,158,135.8,67
286,SNORA53,Stockholm,215,539,46592,76,298,216.7,60
287,SCARNA3,Stockholm,159,225,21572,88,146,135.7,70
288,mir-383,Stockholm,119,73,8663,62,73,72.8,95
289,SNORA49,Stockholm,151,294,20083,80,167,133.0,71
290,SNORA35,Stockholm,191,244,24672,80,138,129.2,60
291,SNORD19,Stockholm,249,99,18572,56,78,74.6,67
292,SNORD17,Stockholm,169,506,39719,93,333,235.0,69
293,SNORD64,Stockholm,57,82,3777,46,70,66.3,81
294,SNORA26,Stockholm,484,343,58302,87,150,120.5,71
295,SNORD67,Stockholm,152,176,16730,83,116,110.1,73
296,SNORD65,Stockholm,226,137,16561,66,91,73.3,77
297,SNORD69,Stockholm,103,103,7954,71,80,77.2,76
298,SNORD70,Stockholm,223,108,19584,77,95,87.8,76
299,mir-431,Stockholm,44,86,3784,86,86,86.0,98
300,SNORD71,Stockholm,121,104,10312,59,88,85.2,76
301,SNORD72,Stockholm,126,137,10027,61,89,79.6,74
302,SNORD89,Stockholm,130,149,14868,97,123,114.4,83
303,SNORD90,Stockholm,114,152,12750,91,122,111.8,77
304,SNORD66,Stockholm,239,141,18059,40,95,75.6,73
305,SNORD91,Stockholm,190,128,17687,85,101,93.1,70
306,SNORA12,Stockholm,161,285,23368,114,162,145.1,67
307,SNORD105,Stockholm,53,97,4518,79,91,85.2,82
308,SNORD77,Stockholm,126,100,8468,55,73,67.2,80
309,SNORD78,Stockholm,116,109,7543,59,73,65.0,79
310,mir-326,Stockholm,48,95,4496,62,95,93.7,94
311,SNORD86,Stockholm,69,107,5908,75,90,85.6,80
312,SNORD41,Stockholm,131,88,9118,61,75,69.6,68
313,snoU83B,Stockholm,196,140,17991,56,98,91.8,73
314,SNORA76,Stockholm,243,322,31343,79,177,129.0,59
315,SNORA79,Stockholm,214,290,30691,126,194,143.4,65
316,SNORA77,Stockholm,203,289,25562,77,137,125.9,63
317,SCARNA21,Stockholm,116,244,15879,70,166,136.9,73
318,SCARNA20,Stockholm,196,282,25228,78,143,128.7,68
319,SNORD23,Stockholm,58,135,6347,99,124,109.4,82
320,SNORD88,Stockholm,257,152,23282,66,102,90.6,72
321,MIR475,Stockholm,14,136,1695,102,130,121.1,81
322,SNORD98,Stockholm,100,74,6482,62,68,64.8,86
323,SNORD93,Stockholm,118,97,9387,60,90,79.6,83
324,SNORD99,Stockholm,134,81,9692,67,76,72.3,76
325,mir-202,Stockholm,127,78,9580,56,77,75.4,86
326,mir-263,Stockholm,232,115,19213,62,99,82.8,59
327,mir-540,Stockholm,8,67,536,67,67,67.0,98
328,mir-541,Stockholm,39,84,3260,73,84,83.6,88
329,mir-298,Stockholm,19,85,1593,81,85,83.8,87
330,MIR474,Stockholm,45,193,4879,81,153,108.4,59
331,MIR477,Stockholm,16,109,1555,85,105,97.2,72
332,mir-317,Stockholm,106,127,9661,77,111,91.1,66
333,SNORA7,Stockholm,1729,302,238786,127,175,138.1,82
334,mir-505,Stockholm,49,83,4011,58,83,81.9,98
335,MIR480,Stockholm,1200,394,155419,56,198,129.5,52
336,mir-484,Stockholm,44,70,2936,63,68,66.7,88
337,mir-90,Stockholm,12,86,975,66,85,81.2,80
338,mir-486,Stockholm,72,69,4875,62,68,67.7,84
339,mir-289,Stockholm,15,140,1505,96,121,100.3,87
340,mir-287,Stockholm,23,74,1641,62,74,71.3,91
341,mir-286,Stockholm,393,228,37440,68,165,95.3,46
342,mir-358,Stockholm,5,114,545,107,111,109.0,75
343,mir-288,Stockholm,24,99,2304,92,98,96.0,92
344,mir-451,Stockholm,131,77,9426,56,74,72.0,74
345,mir-357,Stockholm,13,76,928,62,75,71.4,76
346,mir-490,Stockholm,113,98,10755,69,97,95.2,94
347,mir-42,Stockholm,10,115,988,95,103,98.8,84
348,mir-497,Stockholm,91,85,7621,59,85,83.7,82
349,mir-43,Stockholm,11,89,909,71,89,82.6,81
350,mir-48,Stockholm,11,84,866,72,84,78.7,77
351,mir-355,Stockholm,11,76,811,59,76,73.7,87
352,mir-49,Stockholm,10,77,734,63,75,73.4,84
353,mir-280,Stockholm,22,83,1804,72,83,82.0,92
354,mir-354,Stockholm,8,117,866,99,117,108.2,90
355,mir-448,Stockholm,43,115,4780,106,112,111.2,92
356,mir-207,Stockholm,31,93,2446,69,85,78.9,81
357,mir-425,Stockholm,88,87,7389,61,86,84.0,87
358,nos_TCE,Stockholm,15,65,946,60,64,63.1,83
359,snoZ159,Stockholm,555,151,48145,63,106,86.7,71
360,SNORD39,Stockholm,202,147,16129,61,91,79.8,67
361,SAM,Stockholm,6161,541,691387,48,271,112.2,59
362,s2m,Stockholm,45,47,1935,39,46,43.0,78
363,PrrB_RsmZ,Stockholm,139,360,18543,80,168,133.4,61
364,Corona_pk3,Stockholm,55,73,3384,58,66,61.5,56
365,Lysine,Stockholm,2239,718,402756,73,335,179.9,46
366,mir-282,Stockholm,123,139,11810,88,117,96.0,59
367,Purine,Stockholm,2660,269,266643,55,157,100.2,52
368,Bacteria_small_SRP,Stockholm,4719,179,453201,28,122,96.0,50
369,Retro_dr1,Stockholm,120,130,10933,82,106,91.1,82
370,SNORD20,Stockholm,114,144,8911,46,102,78.2,83
371,Rhino_CRE,Stockholm,12,86,1032,86,86,86.0,81
372,SNORD43,Stockholm,83,87,5254,55,68,63.3,81
373,IRES_Bag1,Stockholm,69,697,21160,66,445,306.7,65
374,IRES_Bip,Stockholm,75,398,17776,133,299,237.0,64
375,IRES_FGF2,Stockholm,23,919,9501,88,518,413.1,74
376,SNORD46,Stockholm,136,161,14164,93,110,104.1,71
377,mir-iab-4,Stockholm,90,83,6351,60,77,70.6,90
378,IRES_n-myc,Stockholm,68,802,18211,125,349,267.8,56
379,IRES_Tobamo,Stockholm,7,154,1060,151,154,151.4,87
380,IRES_Picorna,Stockholm,101,389,25219,97,261,249.7,81
381,FIE3,Stockholm,13,95,885,59,86,68.1,67
382,SCARNA13,Stockholm,159,547,42353,143,301,266.4,70
383,Spi-1,Stockholm,42,235,6912,72,184,164.6,86
384,IRES_HepA,Stockholm,23,578,13142,567,575,571.4,96
385,Tymo_tRNA-like,Stockholm,49,93,4090,77,88,83.5,61
386,Hammerhead_1,Stockholm,190679,780,8703780,28,542,45.6,74
387,mir-873,Stockholm,51,77,3906,59,77,76.6,96
388,mir-87,Stockholm,250,140,19094,63,108,76.4,63
389,mir-638,Stockholm,26,115,2606,92,108,100.2,90
390,mir-553,Stockholm,12,62,744,62,62,62.0,96
391,mir-643,Stockholm,15,111,1413,80,97,94.2,72
392,mir-939,Stockholm,14,97,1156,80,94,82.6,96
393,mir-662,Stockholm,42,99,3988,93,97,95.0,86
394,mir-576,Stockholm,12,90,1079,89,90,89.9,96
395,mir-640,Stockholm,12,93,1071,88,93,89.2,97
396,mir-920,Stockholm,12,75,885,72,75,73.8,94
397,mir-589,Stockholm,18,100,1704,72,97,94.7,90
398,mir-657,Stockholm,11,86,937,79,86,85.2,92
399,mir-81,Stockholm,65,101,5569,61,91,85.7,67
400,mir-492,Stockholm,87,143,10105,112,123,116.1,82
401,mir-552,Stockholm,12,105,1148,88,100,95.7,85
402,mir-599,Stockholm,92,147,8765,88,138,95.3,85
403,mir-593,Stockholm,11,100,1099,99,100,99.9,97
404,mir-1473,Stockholm,5,80,382,74,80,76.4,87
405,mir-1255,Stockholm,14465,232,954352,59,86,66.0,85
406,mir-616,Stockholm,14,103,1348,88,98,96.3,87
407,mir-631,Stockholm,29,80,2113,61,75,72.9,87
408,mir-942,Stockholm,12,86,1031,85,86,85.9,97
409,mir-562,Stockholm,3001,197,306041,90,114,102.0,75
410,mir-278,Stockholm,93,110,6907,66,90,74.3,73
411,mir-924,Stockholm,17,53,901,53,53,53.0,86
412,mir-580,Stockholm,12,93,1115,92,93,92.9,97
413,mir-609,Stockholm,13,92,1192,91,92,91.7,96
414,mir-936,Stockholm,21,105,2056,96,100,97.9,79
415,mir-563,Stockholm,32,82,2527,74,82,79.0,82
416,mir-557,Stockholm,12,71,851,70,71,70.9,92
417,MIR530,Stockholm,32,277,5516,144,237,172.4,59
418,mir-601,Stockholm,12,79,948,79,79,79.0,96
419,mir-636,Stockholm,16,105,1553,87,99,97.1,85
420,mir-M7,Stockholm,10,67,670,67,67,67.0,88
421,bantam,Stockholm,120,91,9803,64,88,81.7,72
422,mir-624,Stockholm,13,86,1118,86,86,86.0,97
423,mir-632,Stockholm,44,86,3655,65,85,83.1,87
424,mir-605,Stockholm,10,82,817,79,82,81.7,98
425,mir-577,Stockholm,13,86,1117,85,86,85.9,97
426,mir-628,Stockholm,45,78,3447,61,78,76.6,96
427,mir-1306,Stockholm,132,72,9433,58,72,71.5,97
428,mir-885,Stockholm,39,76,2864,53,76,73.4,96
429,mir-584,Stockholm,324,283,39460,94,218,121.8,55
430,mir-569,Stockholm,46,98,4383,90,98,95.3,88
431,mir-922,Stockholm,33,88,2622,74,84,79.5,81
432,mir-277,Stockholm,104,145,9520,79,110,91.5,69
433,mir-572,Stockholm,14,90,1259,89,90,89.9,95
434,mir-558,Stockholm,12,71,841,70,71,70.1,98
435,mir-611,Stockholm,28,73,1889,66,71,67.5,79
436,TMV_UPD-PK1,Stockholm,4,22,88,22,22,22.0,100
437,Yfr1,Stockholm,144,92,9037,53,73,62.8,75
438,ciona-mir-92,Stockholm,2,81,162,81,81,81.0,75
439,sR33,Stockholm,10,69,560,54,63,56.0,72
440,sR32,Stockholm,5,58,282,55,58,56.4,85
441,sR39,Stockholm,14,73,804,54,73,57.4,85
442,sR38,Stockholm,5,62,298,59,61,59.6,84
443,mir-155,Stockholm,132,84,8553,60,72,64.8,88
444,SNORA9,Stockholm,222,244,29567,117,154,133.2,75
445,sR35,Stockholm,4,57,226,56,57,56.5,84
446,sR36,Stockholm,13,61,733,54,60,56.4,87
447,sR4,Stockholm,3,56,168,56,56,56.0,87
